품목일련번호,품목명,업소일련번호,업소명,성상,큰제품이미지,표시앞,표시뒤,의약품제형,색상앞,색상뒤,분할선앞,분할선뒤,크기장축,크기단축,크기두께,이미지생성일자(약학정보원),분류번호,분류명,전문일반구분,품목허가일자,제형코드명,표기내용앞,표기내용뒤,표기이미지앞,표기이미지뒤,표기코드앞,표기코드뒤,변경일자,사업자번호,품목영문명,보험코드,표준코드
202001396,리플록신정250밀리그램(레보플록사신수화물),2021003442,건일바이오팜주식회사,진분홍색의장방형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O7K2fSf8Qx,2K,250,타원형,분홍,-,-,-,15.9,8,5.1,20220629,6290,기타의화학요법제,전문의약품,20200227,필름코팅정,-,-,-,-,-,-,20260323,6848801858,LiflocinTab.250mg,73000740,8800588007505|8800588007512|8800588007529|8800730007407|8800730007414|8800730007421
202002669,리플록신정500밀리그램(레보플록사신수화물),2021003442,건일바이오팜주식회사,분홍색의장방형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O7K2fSf8RD,2K,500,타원형,분홍,-,-,-,19.3,7.7,7.1,20220629,6290,기타의화학요법제,전문의약품,20200416,필름코팅정,-,-,-,-,-,-,20260323,6848801858,LiflocinTab.500mg,73000850,8800588009905|8800588009912|8800588009929|8800730008503|8800730008510|8800730008527
201701576,큐턴정5/10밀리그램,20161740,한국아스트라제네카(주),밝은갈색에서갈색의양면이볼록한원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NqkYdKM3GS,1122,5/10,원형,주황,-,-,-,8.3,8.3,4.1,20211027,3960,당뇨병용제,전문의약품,20170331,필름코팅정,-,-,-,-,-,-,20250829,2148146701,Qterntablet5/10mg,650701050,8806507010502|8806507010519
201907018,아뮤렉정50밀리그램(에페리손염산염),20170800,(주)셀비온,흰색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Pg4n2lmqft,A+,35,원형,하양,-,-,-,6.7,6.7,3.5,20211028,1220,골격근이완제,전문의약품,20191002,필름코팅정,-,-,-,-,-,-,20210922,2148863223,-,-,8800558003506|8800558003513|8800558003520|8800582004005|8800582004012|8800582004029
201907649,아세레캡슐200밀리그램(세레콕시브),20170800,(주)셀비온,흰색내지연노랑색의분말이충전된흰색의캡슐제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PfHQSqa92H,마크CLC,-,장방형,하양,하양,-,-,17.5,5.7,5.9,20211028,1140,해열.진통.소염제,전문의약품,20191031,경질캡슐제|산제,-,-,-,-,-,-,20251103,2148863223,-,-,8800558003803|8800558003810|8800558003827|8800582006009|8800582006016|8800582006023
201907529,암로듀오정10/160밀리그램,20171724,(주)아리제약,밝은황색의달걀형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NpHokfzO6Y,A+,59,타원형,주황,-,-,-,14.3,5.7,5.2,20211028,2140,혈압강하제,전문의약품,20191028,필름코팅정,-,-,-,-,-,-,20260212,4748600767,-,-,8800582005804|8800582005811|8800582005828
201907462,암로듀오정5/160밀리그램,20171724,(주)아리제약,어두운황색의달걀형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NpHokfzO7L,A+,58,타원형,주황,-,-,-,14.3,5.7,5.2,20211028,2140,혈압강하제,전문의약품,20191025,필름코팅정,-,-,-,-,-,-,20260212,4748600767,-,-,8800582005705|8800582005712|8800582005729
201907530,암로듀오정5/80밀리그램,20171724,(주)아리제약,어두운황색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PvnDGw410g,A+,60,원형,주황,-,-,-,8.1,8.1,3.6,20211028,2140,혈압강하제,전문의약품,20191028,필름코팅정,-,-,-,-,-,-,20260212,4748600767,Amlo-DuoTab.5/80mg,-,8800582005903|8800582005910|8800582005927
201907400,아프론정4밀리그램(메틸프레드니솔론),20170800,(주)셀비온,흰색의원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Pg4n2lmqes,Λ,4,원형,하양,-,-,-,6.1,6.1,3,20211028,2450,부신호르몬제,전문의약품,20191022,나정,-,-,-,-,-,-,20260309,2148863223,AplonTab.4mg,-,8800558003902|8800558003919|8800558003926|8800582005309|8800582005316|8800582005323
201907130,텔로드정40밀리그램(텔미사르탄),20171724,(주)아리제약,흰색의장타원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NpHokfzO9E,A+,40,타원형,하양,-,-,-,12.1,6,3.9,20211028,2140,혈압강하제,전문의약품,20191008,나정,-,-,-,-,-,-,20260212,4748600767,-,58200410,8800582004104|8800582004111
201907169,텔로드정80밀리그램(텔미사르탄),20171724,(주)아리제약,흰색의타원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NpHokfzO9b,A+,47,타원형,하양,-,-,-,16.3,8,4.6,20211028,2140,혈압강하제,전문의약품,20191010,나정,-,-,-,-,-,-,20260212,4748600767,-,58200360,8800582003602|8800582003619
201908638,텔로지드플러스정40/12.5밀리그램,20171724,(주)아리제약,흰색또는미백색의장방형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NpHokfzOA7,A+,74,타원형,하양,-,-,-,14.3,7,3.9,20211028,2140,혈압강하제,전문의약품,20191223,나정,-,-,-,-,-,-,20260212,4748600767,-,-,8800582007402|8800582007419
201908639,텔로지드플러스정80/12.5밀리그램,20171724,(주)아리제약,흰색또는미백색의장방형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NpHokfzOAj,A+,75,타원형,하양,-,-,-,16.3,8,5.4,20211028,2140,혈압강하제,전문의약품,20191223,나정,-,-,-,-,-,-,20260212,4748600767,-,-,8800582007501|8800582007518
202105501,피타틴엠정1밀리그램(피타바스타틴칼슘),19550012,(주)마더스제약,흰색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NpHokfzOBp,MJ,T,원형,하양,-,-,-,6.2,6.2,3.7,20211027,2180,동맥경화용제,전문의약품,20210722,필름코팅정,-,-,-,-,-,-,20260326,3128629302,PitatinMTab.1mg,622804640,8806228046408|8806228046415|8806228046422
202002089,나노디오정600밀리그램(디오스민),19670004,초당약품공업(주),연두색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NpHokfzODi,nanoD,-,원형,연두,-,-,-,13.2,13.2,7.8,20211029,2150,혈관보강제,일반의약품,20200325,필름코팅정,-,-,-,-,-,-,20211101,1138115303,NanodioTab.600mg,670701970,8806707019701|8806707019718|8806707019725|8806707019732|8806707019749
201902282,씨트렉스캡슐100밀리그램(세레콕시브),19720011,에이치엘비제약(주),흰색내지미황색의분말이충전된상하푸른색줄이있는흰색의캡슐제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nqf2BSxnYv,CTC100,-,장방형,하양|파랑,하양|파랑,-,-,16.8,5.1,5.5,20211029,1140,해열.진통.소염제,전문의약품,20190415,경질캡슐제|산제,-,-,-,-,-,-,20251103,2088125623,CitlexCapsule100mg(Celecoxib),647304120,8806473041203|8806473041210|8806473041227|8806890006502|8806890006519|8806890006526
201902598,두타온연질캡슐0.5밀리그램(두타스테리드),19710001,맥널티제약(주),무색투명한내용물이들어있는미황색의투명한타원형연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NpHokfzOEc,DU,-,타원형,노랑|투명,-,-,-,9.7,6.2,5.4,20211028,2590,기타의비뇨생식기관및항문용약,전문의약품,20190425,연질캡슐제|액상,-,-,-,-,-,-,20210803,2998102136,DutaonSoftCap.0.5mg,-,8806218036204|8806218036211|8806415027203|8806415027210
202105297,하이포지에이정5/80/10밀리그램,20020017,주식회사제뉴원사이언스,흰색의타원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NpHokfzOGA,-,HH1,장방형,하양,-,-,-,12.2,6.7,4.4,20211027,2190,기타의순환계용약,전문의약품,20210712,필름코팅정,-,-,-,-,-,-,20260303,6218542600,Hiforge-ATab.5/80/10mg,671706960,8806717069604|8806717069611|8806717069628
202105294,하이포지에이정5/160/10밀리그램,20020017,주식회사제뉴원사이언스,연한황갈색의타원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NpHokfzOGw,-,HH3,타원형,주황,-,-,-,15.6,6.5,5.3,20211027,2190,기타의순환계용약,전문의약품,20210712,필름코팅정,-,-,-,-,-,-,20260303,6218542600,Hiforge-ATab.5/160/10mg,671706940,8806717069406|8806717069413|8806717069420
202105228,스포라녹스캡슐(이트라코나졸),20160476,(주)한국얀센,흰색-연한노란색의과립의과립이충진된상부불투명한파란색/하부분홍색의캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NqkYdKM3Gk,SPORANOXJANSSEN,-,장방형,파랑,분홍|투명,-,-,21.4,6.9,7.1,20211027,6290,기타의화학요법제,전문의약품,20210709,경질캡슐제|과립제,-,-,-,-,-,-,20260416,1208111440,SporanoxCapsule(Itraconazole),646902560,8806469025606|8806469025613
202001203,세파모아캡슐(세파클러수화물),19990029,경방신약(주),흰색-미황색의분말이든상부자색|하부흰색의경질캡슐제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NpHokfzON3,KBCFL,-,장방형,보라,하양,-,-,18.6,6.2,6.4,20211028,6180,주로그람양성|음성균에작용하는것,전문의약품,20200220,경질캡슐제|산제,-,-,-,-,-,-,20221207,1318151063,CefamoaCap.(CefaclorHydrate),661305940,8806613059402|8806613059419|8806613059426
199701408,캐스터정(록시트로마이신),19560008,(주)메디카코리아,양쪽이볼록한흰색의원형제피정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NqkYdKM3H0,MKCS,-,원형,하양,-,-,-,8.1,8.1,4.4,20211027,6140,주로그람양성균|리케치아|비루스에작용하는것,전문의약품,19970827,필름코팅정,-,-,-,-,-,-,20210708,1208165228,CASTERTablet,646002220,8806460022208|8806460022215|8806460022222|8806460022239|8806460022246|8806460022253
202106354,엘렉틴캡슐10밀리그램(플루옥세틴염산염),19970003,한국넬슨제약(주),흰색또는회백색의분말을충진한상하부녹색의캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NqkYdKM3Hl,NS10mg,-,장방형,연두,-,-,-,14.1,4.6,6,20211027,1170,정신신경용제,전문의약품,20210903,경질캡슐제|산제,-,-,-,-,-,-,20250926,3038111410,ELLECTINCAP.10mg,-,8806567021401|8806567021418|8806567021425
202106353,엘렉틴캡슐20밀리그램(플루옥세틴염산염),19970003,한국넬슨제약(주),흰색-회백색의분말이충진된상부녹색|하부미황색의경질캡슐제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NqkYdKM3I1,NS20mg,-,장방형,연두,노랑,-,-,15.6,5.3,5.5,20211027,1170,정신신경용제,전문의약품,20210903,경질캡슐제|산제,-,-,-,-,-,-,20240327,3038111410,ELLECTINCAP.20mg,-,8806567021500|8806567021517|8806567021524
201801016,팜시온정(팜시클로비르),20193060,(주)유앤생명과학,흰색의원형제피정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NpHokfzORm,YN,FV,원형,하양,-,-,-,9.7,9.7,4.8,20211028,6290,기타의화학요법제,전문의약품,20180228,필름코팅정,-,-,-,-,-,-,20210906,8498700314,FamcionTab.,58800050,8800540005907|8800540005914|8800588000506|8800588000513
202001038,암로베핀정(암로디핀베실산염),20193060,(주)유앤생명과학,흰색의팔각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NpHokfzOS8,YN,A분할선M,팔각형,하양,-,-,-,8.7,6.3,3,20211028,2140,혈압강하제,전문의약품,20200217,나정,-,-,-,-,-,-,20240830,8498700314,AmlobepineTab.,-,8800588006300|8800588006317|8800588006324
202008428,에버포스정,19560011,삼진제약(주),진한갈색의장방형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NpHokfzOVm,EVC,-,타원형,갈색,-,-,-,14.1,8.3,5.9,20211028,3290,기타의자양강장변질제,일반의약품,20201202,필름코팅정,-,-,-,-,-,-,20220830,1248531621,EverforceTab.,-,8806478051801|8806478051818
201502351,트로셋서방정,19680007,(주)서울제약,연한노란색의장방형서방성필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NpHokfzOX7,TA1,-,장방형,주황,-,-,-,19.1,8.7,6.6,20211027,1140,해열.진통.소염제,전문의약품,20150417,서방성필름코팅정,-,-,-,-,-,-,20260219,1338130405,TrocetSRTab.,652903680,8806529036801|8806529036818|8806529036825
201506478,트로셋세미서방정,19680007,(주)서울제약,연한노란색의원형서방성필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NpHokfzOXp,TA2,-,원형,주황,-,-,-,9.9,9.9,5.8,20211027,1140,해열.진통.소염제,전문의약품,20150909,서방성필름코팅정,-,-,-,-,-,-,20260219,1338130405,TrocetSemiSRTab.,652903810,8806529038102|8806529038119|8806529038126
201208517,몬테뉴정10밀리그램(몬테루카스트나트륨),19590006,오스틴제약(주),베이지색의모서리가둥근사각형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PhSbAqjIiy,WKM10,-,사각형,분홍,-,-,-,8.1,8.1,3.7,20211029,1490,기타의알레르기용약,전문의약품,20121121,필름코팅정,-,-,-,-,-,-,20250721,1248117301,MontenewTab.10mg(Montelukastsodium),654304640,8806543046404|8806543046411|8806543046428
198601395,노리스정(클로닉신리시네이트),19650018,지엘파마(주),노란색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NhETqzLMc6,NR,cr,원형,주황,-,-,-,9.1,9.1,4.3,20210713,1140,해열.진통.소염제,일반의약품,19861204,필름코팅정,-,-,-,-,-,-,20210531,1238114470,NorissTab.,-,8806497001009|8806497001016|8806497001023|8806497001030|8806497001047|8806497001054|8806497001061|8806497001078
201804687,쎄스콘원정(레보노르게스트렐),19650018,지엘파마(주),흰색내지연한흰색의원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NhETqzLMcS,HJ,-,원형,하양,-,-,-,8.6,8.6,3,20210713,2540,피임제,전문의약품,20181127,나정,-,-,-,-,-,-,20240604,1238114470,SexconOneTab.,-,8806497018106|8806497018113
201902732,베포타딘정10밀리그램(베포타스틴베실산염),2021003442,건일바이오팜주식회사,흰색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NhETqzLMhy,2K,분할선,원형,하양,-,-,-,7.1,7.1,3,20210713,1410,항히스타민제,전문의약품,20190429,필름코팅정,-,-,-,-,-,-,-,6848801858,BepotadineTab.10mg,73000120,8800730001207|8800730001214|8800730001221|8806497021205|8806497021212|8806497021229
202002391,타이로펜연질캡슐(아세트아미노펜),19840009,(주)알피바이오,무색내지미황색(연노랑)의액이든투명한장방형연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTUFV8,TYLP,-,타원형,노랑|투명,노랑|투명,-,-,20,10.1,10.7,20210713,1140,해열.진통.소염제,일반의약품,20200406,연질캡슐제|액상,-,-,-,-,-,-,20251110,3048511124,TairophenSoftCap.,-,8806616052905|8806616052912
202007619,페노웰정145밀리그램(페노피브레이트),19560004,(주)유한양행,흰색의타원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OE9LQvff1O,FH,YH,타원형,하양,-,-,-,15.8,7.8,6.1,20210713,2180,동맥경화용제,전문의약품,20201105,필름코팅정,-,-,-,-,-,-,20210312,1188100601,FenowellTablet145mg,642105630,8806421056303|8806421056310|8806421056327
202003581,라시렉트정1.0밀리그램(라사길린메실산염),20162134,안국뉴팜(주),흰색또는거의흰색의모서리가있는편평한원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nn1XXjsvsw,NR,1,원형,하양,-,-,-,8.1,8.1,3.5,20210927,1190,기타의중추신경용약,전문의약품,20200518,나정,-,-,-,-,-,-,20210616,4938700407,RasirectTab.1.0mg,-,8800536015804|8800536015811
202103983,빅스코민에프정,19590001,(주)에이프로젠바이오로직스,갈색의타원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nn1XXjsvts,APG,VIC,타원형,갈색,-,-,-,19.8,9.2,7.2,20210928,3190,기타의비타민제,일반의약품,20210518,필름코팅정,-,-,-,-,-,-,20250930,2188100518,BicscominFtab.,-,8806452105407|8806452105414|8806452105421
202105534,에스토프정25mg(토피라메이트),20060383,(주)옵투스제약,흰색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PX46INtLYM,C분할선X,52,원형,하양,-,-,-,6.1,6.1,2.6,20210928,1130,항전간제,전문의약품,20210723,필름코팅정,-,-,-,-,-,-,20250627,1078738943,EstoffTablet25mg(Topiramate),-,8800551025802|8800551025819|8800551025826|8806741023108|8806741023115|8806741023122
202105841,다이너컷캡슐20mg(플루옥세틴염산염),20060383,(주)옵투스제약,흰색-회백색의분말이충진된상부녹색|하부미황색의경질캡슐제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nn1XXjsvym,CXPF20,-,장방형,연두,노랑,-,-,15.7,5.4,5.7,20210928,1170,정신신경용제,전문의약품,20210810,경질캡슐제|과립제,-,-,-,-,-,-,20260106,1078738943,DinercutCapsule20mg(Fluoxetinehydrochloride),-,8800551026106|8800551026113|8800551026120|8806741023009|8806741023016|8806741023023
201901144,몬테루딘츄정4밀리그램(몬테루카스트나트륨),2021003442,건일바이오팜주식회사,양면이볼록한타원형의씹어먹는분홍색정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PvnDGw40yz,M4,2K,타원형,분홍,-,-,-,11,7.9,3.8,20210927,1490,기타의알레르기용약,전문의약품,20190222,추어블정(저작정),-,-,-,-,-,-,20221020,6848801858,MonteludinChewableTab.4mg,73000110,8800730001108|8800730001115|8800730001122|8806497018601|8806497018618|8806497018625
201604397,리록스반정20밀리그램(리바록사반),19570027,한미약품(주),분홍색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nn1XXjswBX,RV,20,원형,분홍,-,-,-,6.6,6.6,3.3,20210928,3330,혈액응고저지제,전문의약품,20160718,필름코팅정,-,-,-,-,-,-,20251224,1248700613,RiroxbanTab.20mg,643507590,8806435075901|8806435075918|8806435075925|8806435075932|8806435075949
201604396,리록스반정15밀리그램(리바록사반),19570027,한미약품(주),주황색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nn1XXjswCT,RV,15,원형,주황,-,-,-,6.1,6.1,3,20210928,3330,혈액응고저지제,전문의약품,20160718,필름코팅정,-,-,-,-,-,-,20251224,1248700613,RiroxbanTab.15mg,643507610,8806435076106|8806435076113|8806435076120|8806435076137|8806435076144
201604395,리록스반정10밀리그램(리바록사반),19570027,한미약품(주),흰색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nn1XXjswCp,RV,10,원형,하양,-,-,-,5.1,5.1,2.7,20210928,3330,혈액응고저지제,전문의약품,20160718,필름코팅정,-,-,-,-,-,-,20251224,1248700613,RiroxbanTab.10mg,643507620,8806435076205|8806435076212|8806435076229|8806435076236
201604394,리록스반정2.5밀리그램(리바록사반),19570027,한미약품(주),노란색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nn1XXjswDx,RV,2.5,원형,주황,-,-,-,5.6,5.6,3.2,20210928,3330,혈액응고저지제,전문의약품,20160718,필름코팅정,-,-,-,-,-,-,20251224,1248700613,RiroxbanTab.2.5mg,643507600,8806435076007|8806435076014|8806435076021|8806435076038|8806435076045
202005291,명인리바록사반정10밀리그램,19690005,명인제약(주),밝은빨간색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nn1XXjswNu,마크,10,원형,분홍,-,-,-,5.3,5.3,2.6,20210927,3330,혈액응고저지제,전문의약품,20200723,필름코팅정,꽃잎|마름모,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900082,-,r0027,-,20251224,1248118673,MyunginRivaroxabanTab.10mg,651904990,8806519049903|8806519049910|8806519049927
202001884,명인리바록사반정20밀리그램,19690005,명인제약(주),갈색을띤빨간색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nn1XXjswOG,마크,20,원형,빨강,-,-,-,6.6,6.6,3.4,20210927,3330,혈액응고저지제,전문의약품,20200318,필름코팅정,꽃잎|마름모,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900082,-,r0027,-,20251224,1248118673,MyunginRivaroxabanTab.20mg,651904890,8806519048906|8806519048913|8806519048920
202005292,명인리바록사반정15밀리그램,19690005,명인제약(주),빨간색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nn1XXjswOg,마크,15,원형,빨강,-,-,-,6.1,6.1,3,20210927,3330,혈액응고저지제,전문의약품,20200723,필름코팅정,꽃잎|마름모,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900082,-,r0027,-,20251224,1248118673,MyunginRivaroxabanTab.15mg,651904980,8806519049804|8806519049811|8806519049828
202103511,도페질정23밀리그램(도네페질염산염수화물),19600014,(주)한국파비스제약,빨간색의양면이볼록한원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nn1XXjswUE,CV,23,원형,분홍,-,-,-,8.1,8.1,4.3,20210928,1190,기타의중추신경용약,전문의약품,20210429,필름코팅정,-,-,-,-,-,-,20230701,2838501407,DopezilTab.23mg,-,8806218042809|8806218042816
202102708,리보록사정10밀리그램(리바록사반),19600014,(주)한국파비스제약,밝은빨간색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nn1XXjswV9,CV,10,원형,분홍,-,-,-,6.1,6.1,3,20210928,3330,혈액응고저지제,전문의약품,20210329,필름코팅정,-,-,-,-,-,-,20251224,2838501407,Rivoroxatablet10mg,-,8806218042601|8806218042618
202102709,리보록사정15밀리그램(리바록사반),19600014,(주)한국파비스제약,빨간색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nn1XXjswVu,CV,15,원형,빨강,-,-,-,6.1,6.1,2.9,20210928,3330,혈액응고저지제,전문의약품,20210329,필름코팅정,-,-,-,-,-,-,20251224,2838501407,Rivoroxatablet15mg,-,8806218042700|8806218042717
202103788,리보록사정20밀리그램(리바록사반),19600014,(주)한국파비스제약,갈색을띤빨간색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Pc8bb3CaQl,CV,20,원형,빨강,-,-,-,6.6,6.6,3.4,20210928,3330,혈액응고저지제,전문의약품,20210512,필름코팅정,-,-,-,-,-,-,-,2838501407,Rivoroxatablet20mg,-,8806218042908|8806218042915|8806218042922|8806218042939
202105720,치큐어캡슐(디오스민),19570018,경남제약(주),상|하녹색의경질캡슐로서내용물은황색분말로냄새는없고맛은쓰다.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTUFAu,KNCDIO,-,장방형,초록,초록,-,-,21.1,6.9,7.1,20211130,2150,혈관보강제,일반의약품,20210803,경질캡슐제|산제,-,-,-,-,-,-,20241211,1348142258,ChicureCap.,-,8806476037708|8806476037715|8806476037722
201903254,메가록소펜정(록소프로펜나트륨수화물),20204683,(주)엘앤씨바이오,흰색의원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTUFFg,마크,6,원형,하양,-,-,-,9.1,9.1,3.1,20211130,1140,해열.진통.소염제,전문의약품,20190521,나정,-,-,-,-,-,-,20240108,1298664008,MegaLoxofenTab.,60500410,8800605004104|8800605004111|8800605004128|8806613051406|8806613051413|8806613051420
202002850,메가아세돌세미정,20204683,(주)엘앤씨바이오,연한황색의장방형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTUFFy,마크,4,타원형,주황,-,-,-,12.1,5.1,3.9,20211130,1140,해열.진통.소염제,전문의약품,20200422,필름코팅정,-,-,-,-,-,-,20260219,1298664008,MegaAcedolSemiTab.,60500290,8800605002902|8800605002919|8800605002926|8800605002933|8800605002940|8806613063904|8806613063911|8806613063928|8806613063935
202107380,에빅사정20밀리그램(메만틴염산염),20152896,한국룬드벡(주),한쪽면에“20”다른쪽면에“MEM”이새겨진분홍색의타원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NvwvvpEOqi,20,MEM,타원형,분홍,-,-,-,13.2,7.1,4.6,20211129,1190,기타의중추신경용약,전문의약품,20211110,필름코팅정,-,-,-,-,-,-,20220729,2158624398,Ebixa20mgtablets,668000160,8806680001601|8806680001618
202107299,니콤감초엑스정,20204370,한국한의약진흥원,갈색의장방형코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTUFNY,NKG,1,장방형,갈색,-,-,-,18,8.3,5.8,20211130,7190,기타의조제용약,일반의약품,20211103,필름코팅정,-,-,-,-,-,-,-,8768200081,-,-,8800749000109|8800749000116|8800749000123
202101435,아토에제트정10/10밀리그램,20163416,제일헬스사이언스(주),흰색내지미백색의양면이볼록한타원형의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTUFQe,KIB1,-,타원형,하양,-,-,-,12.2,5.7,4.6,20211129,2180,동맥경화용제,전문의약품,20210218,필름코팅정,-,-,-,-,-,-,20260303,6258500499,AtoezetTab.10/10mg,-,8800543014302|8800543014319|8800730004406|8800730004413|8806771007901|8806771007918
199501072,베이슨정0.2밀리그램(보글리보스),19640001,에이치케이이노엔(주),흰색내지황백색의정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTUsrt,BS분할선2,INO,원형,하양,-,-,-,7.1,7.1,2.6,20210426,3960,당뇨병용제,전문의약품,19951117,나정,-,-,-,-,-,-,20120813,2018638914,BasenTab.0.2mg,640000520,8806400005209|8806400005216|8806400005223|8806400005230
201006442,에이프렉사정2.5밀리그램(올란자핀),19640001,에이치케이이노엔(주),흰색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NaZ0Vkgb8g,INOAX2,-,원형,하양,-,-,-,6.2,6.2,3.2,20210426,1170,정신신경용제,전문의약품,20101022,필름코팅정,-,-,-,-,-,-,20230511,2018638914,A-PrexaTab.2.5mg,640005870,8806400058700|8806400058717|8806400058724
202101386,브이토젯정10/40밀리그램,20010024,(주)다산제약,흰색의양면이볼록한장방형의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P2JYwFs6rV,DM7,-,타원형,하양,-,-,-,16.7,6.5,5.7,20210426,2180,동맥경화용제,전문의약품,20210218,필름코팅정,-,-,-,-,-,-,20260303,1058184395,VTOZETTab.10/40mg,678601910,8806786019104|8806786019111
202101385,브이토젯정10/20밀리그램,20010024,(주)다산제약,흰색의양면이볼록한장방형의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P2JYwFs6qx,DM6,-,타원형,하양,-,-,-,14.2,6,4.9,20210426,2180,동맥경화용제,전문의약품,20210218,필름코팅정,-,-,-,-,-,-,20260303,1058184395,VTOZETTab.10/20mg,678601900,8806786019005|8806786019012
